season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf,rpiRankW,rpiRankL,ptsW,ptsL,fgPcgW,fgPcgL,stlW,stlL,blkW,blkL
2012,110,1153,62,1371,57,H,0,20,50,9,21,13,18,11,26,13,13,4,5,12,23,66,4,20,7,11,18,21,11,9,6,3,16,34.0,55.0,2522,2194,0.4211485870556062,0.4368770764119601,298,264,170,98
2012,110,1154,48,1151,46,A,0,18,40,10,21,2,4,6,25,15,17,5,4,16,17,53,3,21,9,16,13,16,10,8,8,2,11,324.0,290.0,1737,1979,0.4284750337381916,0.4010759115361625,161,156,45,29
2012,110,1158,80,1245,73,A,0,22,46,10,18,26,37,7,27,13,15,6,2,15,28,78,6,29,11,17,26,21,14,11,5,0,23,123.0,114.0,2191,2174,0.4262295081967213,0.4515380150899594,229,266,115,117
2012,110,1159,59,1298,57,A,0,17,29,6,10,19,24,4,21,10,17,0,1,20,18,46,5,15,16,23,11,11,9,9,8,1,24,298.0,329.0,1893,1590,0.4308093994778068,0.398716119828816,111,204,68,50
2012,110,1160,55,1428,48,A,0,19,53,2,11,15,19,11,35,10,12,3,3,8,20,56,6,19,2,3,2,26,12,7,5,2,12,54.0,250.0,2252,1662,0.4403879064460924,0.4039780521262002,198,157,110,75
2012,110,1161,54,1461,46,H,0,19,37,2,6,14,16,4,25,11,11,2,1,14,17,44,7,20,5,8,3,16,7,8,3,3,17,38.0,85.0,2243,1809,0.4713140037014189,0.4459556191839656,172,192,60,95
2012,110,1166,81,1253,79,H,0,30,60,5,23,16,22,13,20,14,12,6,2,16,30,51,7,15,12,20,6,20,18,14,7,1,19,22.0,56.0,2772,2355,0.5038759689922481,0.4643665158371041,169,217,82,87
2012,110,1167,72,1360,63,H,0,27,50,6,14,12,16,11,21,18,17,8,7,18,22,47,4,15,15,23,8,14,13,13,6,1,20,240.0,190.0,1977,1926,0.4533333333333333,0.4477611940298507,221,191,98,94
2012,110,1168,80,1286,66,H,0,30,52,8,13,12,12,8,20,19,16,4,2,22,19,47,8,20,20,25,11,14,14,17,2,3,14,170.0,281.0,2134,1810,0.4703989703989704,0.40956749672346,149,169,79,95
2012,110,1171,58,1135,53,H,0,19,41,6,14,14,17,5,27,9,17,8,4,14,19,45,8,15,7,13,3,19,12,15,7,0,16,321.0,307.0,1663,1821,0.3919011667810569,0.4017199017199017,157,152,70,72
2012,110,1174,68,1214,64,H,0,22,53,6,17,18,21,9,27,6,16,3,4,17,23,63,4,17,14,21,15,23,9,13,6,5,18,157.0,303.0,2148,2134,0.4251461988304094,0.4025903939557474,144,226,153,160
2012,110,1176,76,1419,57,H,0,26,47,16,34,8,8,5,21,22,11,9,6,12,20,42,5,11,12,17,4,16,9,11,5,1,9,100.0,323.0,2112,1682,0.4876088412592096,0.4078771695594125,223,149,137,62
2012,110,1178,82,1241,70,H,0,28,55,8,22,18,21,11,20,17,12,3,4,20,24,52,8,19,14,23,11,19,15,14,8,1,18,125.0,262.0,2389,2115,0.4402785216925549,0.4216459977452085,250,213,151,83
2012,110,1180,69,1156,49,A,0,22,45,6,17,19,26,10,29,10,7,4,4,13,17,63,7,28,8,12,18,16,9,6,2,0,22,70.0,84.0,2134,2026,0.4349397590361445,0.4479855682501503,161,258,109,99
2012,110,1184,78,1236,69,H,0,28,57,10,24,12,13,10,21,21,9,7,2,15,28,56,6,16,7,13,10,20,15,11,8,4,12,229.0,273.0,1957,2015,0.4295511221945137,0.4507481296758104,211,177,56,68
2012,110,1188,64,1296,62,H,0,20,44,7,18,17,26,6,21,12,12,4,2,16,22,51,6,14,12,13,9,24,12,15,4,2,21,299.0,336.0,1623,1644,0.4364896073903002,0.3660426081342802,132,150,55,72
2012,110,1191,68,1442,45,H,0,23,52,7,13,15,20,8,22,15,10,11,1,19,16,39,4,8,9,15,6,24,8,23,5,1,18,121.0,162.0,2185,1815,0.4544334975369458,0.4563106796116505,226,176,49,82
2012,110,1196,98,1116,68,A,0,28,48,13,23,29,34,7,33,14,11,3,4,22,21,57,8,22,18,29,9,15,14,7,6,4,28,20.0,86.0,2808,2299,0.4634377967711301,0.4344086021505376,233,265,124,160
2012,110,1199,76,1301,62,A,0,27,55,4,13,18,21,8,26,14,16,8,9,22,17,58,3,12,25,31,18,20,12,17,8,3,19,13.0,29.0,2443,2697,0.4560582423296931,0.457825679475164,265,249,213,150
2012,110,1201,62,1169,49,A,0,21,54,5,18,15,19,8,21,11,11,9,2,18,14,49,3,17,18,21,14,28,3,20,5,3,18,223.0,327.0,2019,1714,0.4067796610169492,0.3762376237623762,218,154,98,62
2012,110,1204,83,1422,69,H,0,30,59,4,11,19,24,9,24,10,17,12,2,17,24,58,8,17,13,17,13,21,12,21,8,0,19,219.0,241.0,1830,2160,0.4581646423751687,0.4031578947368421,211,233,63,81
2012,110,1205,57,1175,56,H,0,21,49,1,12,14,19,16,24,10,17,6,1,14,21,49,8,20,6,10,7,14,12,11,7,6,15,302.0,256.0,1925,1727,0.4062126642771804,0.4216621253405994,197,200,67,179
2012,110,1206,75,1249,71,H,0,28,49,7,14,12,15,6,20,14,19,9,3,17,27,57,4,11,13,18,14,16,15,16,12,1,18,89.0,131.0,2323,2383,0.4630872483221476,0.4264479753972321,224,255,163,142
2012,110,1207,63,1344,53,A,0,21,46,7,15,14,23,6,31,16,12,2,5,19,14,54,4,21,21,31,13,23,11,8,7,2,22,18.0,148.0,2190,2203,0.461447212336892,0.4272274488101826,194,170,153,166
2012,110,1209,82,1427,71,H,0,33,58,8,20,8,12,9,21,19,11,11,5,12,26,55,11,26,8,9,8,19,18,13,4,1,12,145.0,207.0,2165,2148,0.4357142857142857,0.4413373860182371,297,240,168,90
2012,110,1216,67,1389,51,A,0,26,42,6,14,9,11,5,29,13,21,5,0,15,20,48,4,16,7,17,5,12,13,12,11,1,15,310.0,304.0,1860,1799,0.4139240506329114,0.4058323207776427,205,236,64,110
2012,110,1217,66,1463,51,H,0,25,46,5,10,11,14,6,27,12,8,0,2,18,16,43,4,12,15,23,6,16,6,7,2,6,16,45.0,132.0,1957,1733,0.4636871508379888,0.4248175182481752,174,134,128,95
2012,110,1220,81,1373,69,H,0,27,60,11,23,16,20,9,14,21,10,11,1,12,31,53,3,13,4,5,9,27,23,21,5,1,17,237.0,209.0,2091,1975,0.4041570438799076,0.4243498817966903,245,180,84,106
2012,110,1221,54,1137,52,H,0,20,52,6,19,8,13,10,24,13,10,7,5,13,23,54,3,15,3,5,8,24,12,9,7,5,15,187.0,97.0,1886,2191,0.4300319488817891,0.463030303030303,167,139,129,99
2012,110,1222,73,1379,71,H,0,25,55,4,10,19,22,14,25,10,16,5,6,12,27,62,9,23,8,13,11,17,10,10,5,2,15,188.0,31.0,2062,2257,0.4607013301088271,0.4080862533692722,150,190,142,91
2012,110,1223,75,1312,68,H,0,24,46,3,7,24,30,10,16,11,9,3,1,14,27,59,8,25,6,7,16,17,12,13,5,3,23,316.0,301.0,1880,1872,0.4077066500932256,0.4052206339341205,179,193,41,78
2012,110,1224,70,1164,66,A,0,22,50,6,17,20,29,9,24,11,9,2,1,17,23,60,10,28,10,18,17,24,12,10,2,1,17,283.0,288.0,1798,2003,0.3801546391752577,0.4363057324840764,181,146,89,50
2012,110,1225,77,1340,68,H,0,27,48,5,13,18,26,6,29,19,12,4,4,15,24,58,6,21,14,20,9,19,10,8,4,2,20,151.0,197.0,1999,2235,0.4722222222222222,0.4775280898876404,136,151,117,86
2012,110,1227,67,1183,63,A,0,25,48,6,20,11,15,8,23,11,14,6,1,12,26,59,5,13,6,9,10,19,11,10,7,4,12,284.0,286.0,1706,1726,0.3958749168330007,0.4277891854893908,137,144,79,59
2012,110,1229,79,1324,75,H,0,25,55,7,21,22,27,13,28,12,11,6,3,19,24,57,11,30,16,19,8,22,10,10,1,0,23,98.0,146.0,2255,2470,0.433391506689936,0.4532814238042269,165,194,111,69
2012,110,1233,90,1305,84,H,0,33,53,8,14,16,22,8,19,23,15,5,1,19,29,62,6,20,20,26,16,15,15,16,4,3,19,59.0,67.0,2736,2191,0.5022134776192818,0.4504504504504504,241,181,71,149
2012,110,1235,80,1328,69,H,0,28,54,11,22,13,20,9,31,20,17,7,2,15,27,62,3,13,12,16,7,21,14,12,6,3,20,33.0,118.0,2490,2142,0.4486228813559322,0.4345922276956759,196,194,96,96
2012,110,1237,84,1311,80,A,0,27,45,5,10,25,31,8,21,10,9,2,4,17,27,52,8,21,18,26,7,14,14,6,2,2,22,194.0,306.0,2143,1805,0.4393232205367561,0.4198931909212283,196,143,85,52
2012,110,1238,63,1212,60,A,0,23,47,4,8,13,21,4,20,11,7,7,5,13,23,48,7,13,7,9,7,18,13,12,5,2,18,325.0,343.0,1664,1513,0.3775510204081632,0.3588154269972451,207,135,94,101
2012,110,1239,81,1273,75,H,0,24,48,5,18,28,37,11,24,14,18,9,7,22,27,66,7,23,14,23,20,18,14,15,11,2,23,272.0,150.0,1951,2178,0.4182464454976303,0.4625684723067559,220,219,105,155
2012,110,1240,67,1342,48,H,0,23,50,7,16,14,18,10,19,8,8,8,3,15,16,42,3,11,13,18,9,18,11,16,2,3,17,218.0,244.0,1907,1786,0.4171855541718555,0.4584253127299484,220,123,113,49
2012,110,1242,83,1403,50,H,0,27,48,9,15,20,28,13,19,20,13,13,4,14,18,44,6,12,8,8,7,14,11,20,7,1,21,4.0,214.0,2867,1844,0.471889400921659,0.4380952380952381,285,161,222,92
2012,110,1243,57,1124,56,A,0,24,55,7,20,2,6,9,20,16,15,10,7,18,20,52,4,13,12,14,14,20,13,18,9,1,12,39.0,8.0,2343,2744,0.4391563007030827,0.4633093525179856,200,279,156,167
2012,110,1246,77,1279,62,H,0,28,58,10,18,11,17,12,22,18,12,7,6,12,25,53,3,5,9,14,5,20,8,12,6,2,13,1.0,60.0,3095,2182,0.4875444839857651,0.4303728070175439,242,214,344,174
2012,110,1247,72,1269,71,A,0,26,60,8,23,12,17,11,26,16,17,9,1,17,29,65,4,17,9,18,15,25,21,17,10,6,19,90.0,80.0,2417,2533,0.4634146341463415,0.4330443159922928,265,293,109,157
2012,110,1250,72,1248,53,H,0,29,59,4,17,10,15,13,31,13,13,8,4,15,21,61,6,20,5,8,10,19,11,13,4,3,18,101.0,206.0,2553,2161,0.4409969481180061,0.4381818181818182,263,164,99,80
2012,110,1254,99,1346,89,H,0,36,65,14,26,13,19,10,21,26,10,6,3,14,38,72,6,15,7,13,17,23,18,13,4,3,20,102.0,169.0,2769,2208,0.4742268041237113,0.4254641909814323,206,169,113,102
2012,110,1256,84,1146,62,H,0,31,61,8,24,14,18,14,29,22,17,10,9,14,22,63,3,17,15,23,18,17,10,18,9,0,11,161.0,322.0,2197,1795,0.420855614973262,0.4133977066988533,209,202,114,75
2012,110,1257,90,1177,82,A,1,30,66,12,32,18,27,18,22,17,17,11,6,16,32,66,6,20,12,16,14,22,20,20,9,5,23,9.0,177.0,2727,2298,0.4221832529592284,0.4381390593047035,353,245,193,126
2012,110,1260,56,1133,44,A,0,24,52,1,11,7,11,11,25,13,15,3,2,13,15,45,4,18,10,13,6,21,9,15,8,4,16,314.0,246.0,1648,1955,0.4180386542591267,0.4005813953488372,132,204,40,99
2012,110,1261,68,1376,58,A,0,24,49,5,10,15,21,12,23,18,17,4,3,17,20,47,4,17,14,21,5,18,13,10,6,4,17,79.0,159.0,2081,1903,0.4051906779661017,0.4022183304144775,229,212,125,151
2012,110,1264,79,1423,64,H,0,24,53,7,17,24,30,9,26,17,19,13,7,21,20,57,1,15,23,31,16,23,18,23,7,6,23,158.0,217.0,2274,2013,0.4310148232611174,0.4155172413793103,258,173,157,122
2012,110,1265,77,1263,71,A,0,29,56,8,15,11,17,6,28,22,15,5,4,16,25,63,7,19,14,16,13,24,13,16,8,4,14,213.0,282.0,2176,1876,0.4158016147635525,0.4318042813455657,187,167,140,120
2012,110,1266,79,1163,64,A,0,24,54,10,22,21,26,10,23,15,10,5,1,12,24,53,4,10,12,21,9,21,11,12,7,4,18,10.0,32.0,2638,2336,0.4520413182488932,0.4515789473684211,304,199,122,233
2012,110,1267,73,1374,68,A,0,23,48,7,21,20,31,9,22,13,12,6,4,18,24,51,7,23,13,23,10,22,9,15,6,1,25,49.0,204.0,2295,1754,0.4325025960539979,0.4147368421052632,201,203,130,68
2012,110,1270,74,1369,61,H,0,27,52,4,7,16,23,8,31,11,10,5,6,10,24,65,6,17,7,13,14,21,10,9,6,1,18,195.0,248.0,1907,2015,0.4166157605375687,0.4681647940074906,181,140,104,99
2012,110,1274,74,1448,56,H,0,30,65,12,31,2,3,15,24,20,9,5,3,11,20,48,7,21,9,11,5,19,12,12,7,3,12,58.0,164.0,2206,2029,0.4318693693693693,0.4271543707377557,196,162,114,142
2012,110,1276,56,1326,51,H,0,22,47,3,13,9,14,4,21,8,8,3,0,15,19,49,3,16,10,15,12,22,9,13,7,0,13,21.0,5.0,2196,2913,0.4567112144102266,0.4763406940063091,161,281,67,125
2012,110,1281,71,1401,62,A,0,23,41,8,20,17,20,4,22,16,14,5,1,12,24,49,5,17,9,10,3,13,15,10,9,1,21,15.0,147.0,2814,1880,0.5043701799485861,0.4291819291819291,285,178,97,70
2012,110,1284,68,1291,66,A,0,21,51,14,25,12,18,5,17,14,9,8,1,21,21,46,6,18,18,26,12,29,14,17,4,0,15,245.0,296.0,2140,1748,0.4188679245283019,0.4242622950819672,253,178,49,99
2012,110,1285,94,1218,79,H,0,33,57,11,23,17,23,6,25,23,11,11,4,26,27,55,6,14,19,34,12,21,13,15,5,2,21,78.0,183.0,2115,2195,0.4653215636822194,0.4591232227488152,214,169,111,96
2012,110,1288,81,1251,69,H,0,27,49,8,13,19,24,8,21,10,14,9,7,20,23,49,5,8,18,24,9,17,6,14,5,0,18,291.0,278.0,1934,1951,0.4294790343074968,0.4452012383900929,191,135,130,65
2012,110,1290,60,1341,58,H,0,19,58,7,29,15,27,12,29,14,19,17,3,19,22,63,3,11,11,22,19,34,4,24,8,3,19,189.0,305.0,2332,1772,0.4009876543209876,0.382903981264637,300,217,87,89
2012,110,1292,72,1194,59,H,0,24,49,4,11,20,28,12,21,16,15,5,2,25,16,46,5,18,22,30,11,17,7,14,7,5,23,65.0,212.0,2142,1879,0.4916666666666666,0.4083832335329341,211,196,132,128
2012,110,1293,65,1388,51,H,0,25,43,9,17,6,10,7,24,11,15,6,3,15,20,53,2,14,9,10,10,14,9,9,6,2,16,19.0,30.0,2189,2283,0.4661558109833972,0.4674940898345153,240,207,129,91
2012,110,1294,81,1142,73,H,0,25,41,8,16,23,29,6,27,11,17,3,4,15,25,56,10,22,13,17,8,13,17,9,10,0,23,257.0,224.0,1868,1978,0.4817572598659717,0.4259259259259259,141,171,60,45
2012,110,1295,86,1444,73,H,0,28,50,6,13,24,33,9,23,17,11,8,5,23,25,57,8,18,15,25,13,19,16,13,3,2,26,179.0,199.0,2100,2252,0.4836814621409921,0.4347088750706614,170,150,105,102
2012,110,1300,71,1299,66,A,0,23,47,6,20,19,31,8,33,14,18,5,2,22,25,59,4,21,12,20,8,22,9,9,9,1,20,267.0,295.0,1838,1955,0.4443646805455851,0.4119076549210206,207,205,100,90
2012,110,1304,80,1228,57,H,0,30,54,10,20,10,15,4,29,19,10,8,1,16,21,53,6,23,9,16,5,22,15,14,5,3,18,137.0,77.0,1827,2098,0.4266929651545036,0.4405514072372199,198,162,78,132
2012,110,1306,72,1406,58,H,0,22,56,10,32,18,25,15,22,10,6,4,5,18,18,54,2,17,20,29,16,22,9,8,3,3,19,292.0,311.0,1689,1647,0.3952861952861953,0.3668564199873498,144,177,67,135
2012,110,1307,65,1424,45,H,0,25,59,4,16,11,16,12,29,13,10,9,0,18,14,45,6,21,11,21,8,25,12,17,6,5,16,23.0,26.0,2453,2494,0.4576547231270358,0.455630513751946,230,274,114,164
2012,110,1308,71,1179,55,H,0,24,50,7,13,16,24,10,31,13,14,8,5,21,18,53,7,22,12,23,11,20,8,13,5,1,18,57.0,135.0,2620,2058,0.4692708333333333,0.440147329650092,229,209,141,93
2012,110,1314,74,1155,52,H,0,31,63,6,14,6,8,11,28,19,12,7,7,15,18,48,6,17,10,16,5,21,10,15,7,3,12,3.0,144.0,3091,2001,0.4585523655479175,0.4326866549088771,259,231,219,117
2012,110,1315,67,1255,59,A,0,24,49,8,27,11,14,7,21,15,9,6,5,7,24,52,8,23,3,3,7,19,20,12,5,0,11,254.0,332.0,1781,1907,0.4369806094182825,0.4155688622754491,161,138,113,55
2012,110,1316,81,1244,77,H,2,29,64,4,25,19,26,17,25,13,12,2,7,16,31,63,10,21,5,11,10,22,14,11,7,3,22,191.0,333.0,2083,1848,0.4574532287266143,0.4135151890886547,179,188,97,54
2012,110,1321,64,1278,53,H,0,21,48,10,28,12,18,6,16,14,9,9,5,15,21,50,5,17,6,13,16,26,14,19,6,3,19,51.0,71.0,2155,2224,0.4527726995734308,0.459696261682243,203,236,114,165
2012,110,1322,100,1144,86,H,0,30,59,7,18,33,53,13,26,18,13,9,5,28,26,66,7,21,27,40,22,25,11,19,9,5,33,231.0,228.0,1998,2267,0.4193742478941035,0.4809523809523809,244,184,185,160
2012,110,1323,74,1437,70,A,1,25,66,12,31,12,17,13,24,20,7,8,1,15,24,63,7,19,15,20,16,31,13,12,3,7,17,43.0,106.0,2257,2266,0.4338888888888889,0.4123376623376623,177,178,114,101
2012,110,1325,81,1421,62,H,0,30,52,10,21,11,19,9,23,20,23,15,3,22,18,53,5,24,21,29,16,16,8,24,12,2,16,48.0,107.0,2509,2421,0.4243018128368447,0.4673337257210123,340,245,95,67
2012,110,1329,90,1400,78,H,0,21,41,5,14,43,56,5,23,9,8,11,8,17,28,57,8,16,14,18,10,18,9,15,5,1,30,115.0,44.0,2129,2470,0.4207138677589233,0.4338349766476388,204,231,135,125
2012,110,1330,73,1283,67,A,0,25,49,12,22,11,16,6,23,16,9,5,3,14,25,55,6,20,11,14,9,21,17,9,5,1,17,96.0,128.0,2162,2039,0.4050235478806907,0.4354371742906774,290,145,148,66
2012,110,1331,67,1103,61,H,0,25,54,2,11,15,21,13,28,12,15,4,4,13,24,58,5,22,8,10,6,20,16,11,8,4,20,53.0,66.0,2408,2287,0.4866743916570104,0.4612291786329696,217,234,82,138
2012,110,1334,66,1226,64,H,1,25,57,7,18,9,10,12,26,13,21,5,4,17,24,64,6,25,10,17,17,21,11,10,13,5,13,279.0,293.0,1739,1886,0.4035087719298245,0.4149403640929064,142,202,50,64
2012,110,1335,61,1162,59,H,1,24,48,10,19,3,6,8,20,17,15,3,1,19,18,45,8,17,15,18,8,19,9,12,4,2,13,95.0,185.0,2019,1773,0.4458874458874459,0.4259259259259259,229,164,74,64
2012,110,1337,70,1339,65,H,0,25,55,3,14,17,24,14,27,13,11,5,2,16,23,58,4,16,15,20,12,20,10,8,6,2,18,275.0,239.0,1660,1942,0.3976886471787899,0.4263803680981595,127,141,83,85
2012,110,1343,75,1165,57,H,0,29,52,10,21,7,8,9,19,20,17,7,2,12,21,47,8,22,7,11,9,12,10,19,5,2,12,105.0,176.0,1840,1755,0.4576737783895389,0.4045242847638057,176,210,111,78
2012,110,1347,64,1127,59,H,0,23,55,5,17,13,23,8,24,11,12,10,0,19,22,54,3,10,12,18,11,28,13,18,5,2,19,326.0,345.0,1802,1762,0.380273321449792,0.3970867637745408,209,187,76,67
2012,110,1350,53,1150,52,H,0,18,47,7,22,10,15,7,27,11,19,6,3,18,20,51,3,11,9,19,10,27,8,17,8,2,17,129.0,172.0,2207,2010,0.4273907910271546,0.4115201900237529,194,243,161,85
2012,110,1352,68,1148,60,H,0,25,46,5,14,13,18,8,26,18,18,7,3,23,18,53,9,22,15,25,12,15,10,13,10,3,17,117.0,226.0,2335,2029,0.4170258620689655,0.4245115452930728,288,235,86,103
2012,110,1355,86,1138,65,H,0,27,55,7,17,25,31,9,26,14,9,7,3,18,26,58,6,20,7,11,8,23,13,15,4,2,23,64.0,88.0,2504,1997,0.4635473340587595,0.4607329842931937,214,151,60,146
2012,110,1359,55,1202,49,H,0,22,47,4,13,7,17,8,27,12,11,3,2,14,19,55,6,29,5,8,12,24,12,13,5,1,23,271.0,242.0,1812,1845,0.435191403626595,0.4116479152878888,151,148,57,95
2012,110,1362,66,1211,65,H,0,26,53,4,14,10,17,7,16,8,10,14,3,16,24,47,7,18,10,12,8,24,10,22,2,5,21,138.0,24.0,2332,2436,0.4706886738759249,0.4729885057471264,256,223,55,105
2012,110,1363,79,1170,67,A,0,26,49,8,18,19,21,6,23,16,14,6,1,18,24,52,8,23,11,16,7,19,19,15,5,3,25,274.0,315.0,1990,1739,0.3875790684301322,0.452485380116959,145,120,36,54
2012,110,1364,72,1429,64,A,0,25,47,8,15,14,21,7,23,12,10,4,4,19,21,51,5,20,17,25,11,20,15,8,5,1,20,130.0,142.0,2023,2081,0.4520807061790668,0.4720101781170484,154,120,147,98
2012,110,1366,76,1197,57,H,0,27,57,7,18,15,22,10,35,18,16,4,9,15,24,66,3,16,6,15,13,24,10,14,9,4,21,205.0,317.0,1872,1999,0.4156739811912225,0.398616285258116,195,232,95,129
2012,110,1367,62,1252,61,A,0,24,60,8,22,6,12,12,27,11,12,6,4,14,24,51,8,19,5,10,5,27,14,14,2,3,11,163.0,235.0,2118,2146,0.4370748299319728,0.429451287793953,234,209,129,81
2012,110,1368,64,1404,48,H,0,26,60,4,13,8,12,11,25,13,8,8,7,17,18,51,1,9,11,17,13,26,9,15,1,1,15,312.0,330.0,1499,1781,0.3977777777777778,0.4045656309448319,157,175,91,68
2012,110,1372,69,1219,62,H,0,27,56,7,16,8,15,11,24,24,11,9,5,14,19,52,11,27,13,15,9,22,9,14,9,2,16,208.0,265.0,1657,2019,0.4450072358900144,0.4343112244897959,176,151,76,80
2012,110,1375,66,1443,61,H,0,23,62,2,10,18,22,18,30,11,16,6,9,14,26,63,3,17,6,12,12,23,11,16,5,6,22,167.0,156.0,1861,2272,0.4253539253539253,0.3939549180327868,138,195,135,146
2012,110,1380,72,1105,65,A,0,25,47,6,14,16,22,2,27,10,10,5,3,19,23,55,6,17,13,18,8,23,13,9,5,2,18,297.0,342.0,1673,1589,0.4069686411149826,0.4025695931477516,155,160,95,104
2012,110,1382,81,1348,61,H,0,25,50,9,21,22,24,10,26,18,12,8,4,19,19,56,4,17,19,24,15,17,6,11,6,1,18,82.0,251.0,2254,2126,0.4564315352697095,0.4009533898305085,186,200,133,121
2012,110,1383,58,1357,56,H,0,23,55,6,24,6,10,13,22,13,12,3,1,17,20,45,6,15,10,12,5,22,10,13,5,1,15,222.0,243.0,2084,2277,0.4314540059347181,0.4595671981776765,205,211,73,102
2012,110,1384,76,1136,61,H,0,27,52,9,17,13,16,12,25,19,10,5,4,16,23,53,9,21,6,12,10,14,16,10,3,3,18,308.0,340.0,1763,1852,0.4585091420534458,0.4034440344403444,188,133,80,64
2012,110,1385,66,1417,63,H,0,24,66,4,13,14,16,19,20,11,11,10,1,13,24,56,6,17,9,13,14,25,18,16,7,6,15,133.0,111.0,2129,2171,0.4198557958957293,0.4594137542277339,255,254,119,138
2012,110,1386,73,1203,66,A,0,26,58,7,14,14,21,16,27,12,14,2,5,15,24,58,4,12,14,18,9,21,10,6,8,3,20,68.0,174.0,2381,1921,0.4712707182320442,0.424927536231884,159,205,234,115
2012,110,1387,66,1200,46,H,0,25,61,9,27,7,11,16,26,19,6,8,3,11,18,50,3,11,7,11,11,24,8,13,2,4,12,28.0,216.0,2264,1797,0.4509692132269099,0.3834586466165413,227,189,96,163
2012,110,1392,76,1318,69,A,0,28,59,7,18,13,19,16,22,16,10,7,5,14,26,51,10,17,7,12,7,19,16,11,5,3,19,165.0,186.0,1971,1941,0.4233532934131736,0.42811906269791,156,246,48,119
2012,110,1394,49,1141,47,A,0,17,42,5,14,10,17,5,24,8,14,3,0,16,16,48,3,20,12,20,11,22,4,11,5,0,16,320.0,280.0,1755,1915,0.3958333333333333,0.3958090803259604,171,204,111,99
2012,110,1396,78,1182,59,H,0,30,52,10,19,8,10,4,28,20,12,6,4,14,23,63,5,17,8,14,17,17,9,11,8,0,13,25.0,104.0,2401,2155,0.468954248366013,0.4477351916376306,230,223,134,107
2012,110,1399,77,1157,71,A,0,22,44,10,18,23,34,8,24,10,17,6,0,22,28,61,5,16,10,16,13,19,15,16,7,0,23,149.0,184.0,2144,1809,0.4626021370207416,0.4721266345492085,195,156,69,94
2012,110,1402,93,1377,92,A,0,30,71,13,30,20,25,10,24,18,9,7,3,22,32,63,10,23,18,24,11,33,20,18,7,3,20,287.0,285.0,1922,1810,0.4255050505050505,0.4445205479452054,207,167,77,88
2012,110,1405,59,1358,58,A,0,24,53,6,19,5,10,5,24,18,9,5,2,19,23,52,3,13,9,16,7,28,16,10,4,1,18,230.0,277.0,2178,1568,0.4470100651272942,0.4073529411764706,217,156,69,59
2012,110,1409,69,1349,50,H,0,20,47,8,16,21,26,11,30,11,13,5,3,14,18,54,4,15,10,14,8,19,9,12,6,2,22,116.0,168.0,2093,1953,0.4502219403931515,0.4369055168040583,149,205,153,127
2012,110,1410,74,1152,70,H,0,23,52,11,27,17,21,5,21,16,10,4,1,14,28,58,5,17,9,9,11,24,8,14,8,2,19,309.0,337.0,1709,1738,0.402787456445993,0.3943139678615575,140,200,51,90
2012,110,1411,84,1115,65,A,0,24,46,9,21,27,42,12,25,14,18,12,3,21,22,54,6,20,15,23,12,17,16,20,4,5,23,266.0,313.0,2021,2013,0.4125452352231604,0.4130052724077329,278,230,139,132
2012,110,1412,81,1408,73,H,0,20,50,7,21,34,41,12,26,13,12,5,4,19,22,51,9,18,20,25,5,22,9,12,6,2,29,110.0,225.0,1875,1841,0.4194996792815907,0.4167215273206057,136,201,110,95
2012,110,1413,70,1319,65,A,0,26,51,7,18,11,15,7,23,12,12,5,3,19,23,57,4,14,15,22,15,21,15,8,3,1,15,334.0,335.0,1840,1621,0.4084778420038535,0.3954116059379217,143,171,70,58
2012,110,1414,78,1186,73,H,0,29,47,8,14,12,25,8,29,22,23,3,10,20,22,64,8,23,21,27,13,19,9,9,7,2,23,249.0,234.0,1965,2139,0.4151280524121501,0.4024663677130045,140,210,119,103
2012,110,1415,57,1381,52,H,0,18,47,5,10,16,25,14,25,9,15,6,1,19,15,48,6,22,16,17,9,22,7,11,4,1,22,261.0,232.0,1678,1900,0.4007756948933419,0.4712566844919786,124,153,113,67
2012,110,1416,64,1187,55,H,0,23,46,5,16,13,22,10,29,12,16,5,5,15,23,60,4,24,5,10,12,18,17,12,10,1,22,61.0,153.0,1952,1803,0.4301675977653631,0.4224196855775803,186,202,124,105
2012,110,1418,57,1317,53,A,0,17,52,2,18,21,34,15,32,6,15,6,9,23,19,65,4,13,11,24,20,27,8,10,6,3,22,182.0,198.0,2024,1999,0.4261704681872749,0.4269662921348314,163,177,144,120
2012,110,1431,60,1272,58,A,0,19,43,5,11,17,23,6,24,10,10,4,1,20,18,48,4,17,18,25,9,18,10,9,5,4,18,136.0,17.0,2021,2614,0.457808564231738,0.4913112164296998,151,278,87,196
2012,110,1436,92,1310,70,H,0,32,58,8,23,20,22,18,24,17,14,8,2,17,25,57,7,21,13,18,12,10,9,10,10,2,18,134.0,201.0,2415,2322,0.4430512016718913,0.4046391752577319,221,274,86,90
2012,110,1438,71,1268,44,H,0,26,54,6,10,13,15,5,31,9,7,7,3,14,14,52,7,19,9,16,11,24,3,15,4,0,17,50.0,91.0,2000,2198,0.45748730964467,0.4253005151688609,207,137,88,139
